3668,Y7_ASYNC_None_H3K27ac_Rep1,y7none
3669,Y7_ASYNC_Auxin_H3K27ac_Rep1,y7auxin
3659,Y7_ASYNC_None_H3K27ac_Rep2,y7none
3660,Y7_ASYNC_Auxin_H3K27ac_Rep2,y7auxin
